Index,ITEM_CODE,EMP_ID,Year,Week,Amount
241,PROD_004,EMP256,2019,3,22
242,PROD_001,EMP267,2019,3,40
243,ESP_001,EMP234,2019,3,6
244,ESP_005,EMP256,2019,3,3
245,PROD_002,EMP256,2019,3,22
246,PROD_008,EMP267,2019,3,47
247,PROD_002,EMP290,2019,3,14
248,ESP_001,EMP244,2019,3,9
249,ESP_004,EMP267,2019,3,6
250,PROD_006,EMP244,2019,3,35
251,PROD_006,EMP256,2019,3,15
252,PROD_005,EMP234,2019,3,19
253,PROD_003,EMP234,2019,3,42
254,PROD_002,EMP267,2019,3,39
255,ESP_005,EMP267,2019,3,7
256,PROD_006,EMP267,2019,3,38
257,ESP_004,EMP256,2019,3,3
258,ESP_002,EMP234,2019,3,4
259,ESP_006,EMP256,2019,3,4
260,ESP_007,EMP234,2019,3,2
261,PROD_001,EMP256,2019,3,29
262,PROD_003,EMP290,2019,3,11
263,PROD_004,EMP267,2019,3,38
264,ESP_008,EMP244,2019,3,4
265,ESP_006,EMP244,2019,3,13
266,ESP_003,EMP290,2019,3,0
267,PROD_002,EMP234,2019,3,34
268,ESP_006,EMP267,2019,3,13
269,PROD_006,EMP290,2019,3,11
270,ESP_002,EMP244,2019,3,9
271,PROD_008,EMP244,2019,3,20
272,ESP_006,EMP290,2019,3,2
273,ESP_002,EMP290,2019,3,0
274,ESP_007,EMP290,2019,3,2
275,PROD_007,EMP290,2019,3,13
276,PROD_008,EMP234,2019,3,11
277,ESP_007,EMP267,2019,3,5
278,PROD_007,EMP234,2019,3,11
279,ESP_004,EMP234,2019,3,3
280,ESP_001,EMP267,2019,3,8
281,PROD_008,EMP290,2019,3,8
282,PROD_004,EMP290,2019,3,14
283,PROD_001,EMP290,2019,3,14
284,ESP_003,EMP256,2019,3,3
285,ESP_008,EMP267,2019,3,9
286,ESP_001,EMP256,2019,3,3
287,ESP_006,EMP234,2019,3,3
288,PROD_002,EMP244,2019,3,51
289,ESP_003,EMP244,2019,3,7
290,PROD_004,EMP244,2019,3,32
291,ESP_002,EMP256,2019,3,1
292,PROD_001,EMP244,2019,3,36
293,ESP_008,EMP234,2019,3,2
294,ESP_001,EMP290,2019,3,1
295,ESP_005,EMP290,2019,3,1
296,PROD_005,EMP244,2019,3,38
297,PROD_003,EMP267,2019,3,47
298,ESP_007,EMP256,2019,3,3
299,ESP_008,EMP290,2019,3,0
300,PROD_004,EMP234,2019,3,23
301,PROD_007,EMP244,2019,3,32
302,PROD_005,EMP256,2019,3,16
303,PROD_007,EMP256,2019,3,17
304,ESP_008,EMP256,2019,3,1
305,PROD_005,EMP267,2019,3,41
306,PROD_005,EMP290,2019,3,9
307,ESP_002,EMP267,2019,3,5
308,ESP_004,EMP244,2019,3,6
309,ESP_004,EMP290,2019,3,2
310,PROD_001,EMP234,2019,3,36
311,PROD_003,EMP244,2019,3,38
312,ESP_003,EMP234,2019,3,6
313,ESP_007,EMP244,2019,3,6
314,PROD_006,EMP234,2019,3,11
315,PROD_008,EMP256,2019,3,9
316,ESP_005,EMP234,2019,3,3
317,PROD_003,EMP256,2019,3,23
318,PROD_007,EMP267,2019,3,36
319,ESP_005,EMP244,2019,3,9
320,ESP_003,EMP267,2019,3,11
321,ESP_008,EMP256,2019,4,1
322,ESP_001,EMP244,2019,4,11
323,ESP_007,EMP267,2019,4,4
324,PROD_003,EMP234,2019,4,31
325,PROD_008,EMP256,2019,4,9
326,ESP_008,EMP244,2019,4,4
327,PROD_006,EMP234,2019,4,23
328,ESP_004,EMP267,2019,4,7
329,ESP_006,EMP267,2019,4,13
330,ESP_003,EMP290,2019,4,1
331,ESP_006,EMP290,2019,4,3
332,PROD_005,EMP256,2019,4,18
333,PROD_004,EMP256,2019,4,19
334,ESP_002,EMP244,2019,4,7
335,PROD_001,EMP267,2019,4,31
336,PROD_003,EMP244,2019,4,40
337,ESP_006,EMP244,2019,4,13
338,ESP_003,EMP234,2019,4,5
339,ESP_005,EMP244,2019,4,10
340,ESP_003,EMP244,2019,4,8
341,PROD_007,EMP244,2019,4,33
342,ESP_005,EMP234,2019,4,5
343,PROD_008,EMP234,2019,4,11
344,PROD_003,EMP267,2019,4,26
345,ESP_003,EMP267,2019,4,6
346,ESP_005,EMP256,2019,4,3
347,PROD_008,EMP267,2019,4,45
348,PROD_001,EMP256,2019,4,34
349,PROD_002,EMP234,2019,4,31
350,ESP_006,EMP234,2019,4,7
351,PROD_005,EMP234,2019,4,29
352,ESP_007,EMP234,2019,4,1
353,PROD_002,EMP256,2019,4,18
354,ESP_002,EMP256,2019,4,1
355,ESP_001,EMP267,2019,4,6
356,ESP_003,EMP256,2019,4,3
357,ESP_001,EMP290,2019,4,0
358,ESP_008,EMP290,2019,4,0
359,ESP_004,EMP234,2019,4,5
360,PROD_004,EMP244,2019,4,45
361,PROD_007,EMP234,2019,4,10
362,PROD_005,EMP290,2019,4,9
363,ESP_004,EMP290,2019,4,2
364,ESP_007,EMP244,2019,4,7
365,PROD_004,EMP234,2019,4,37
366,PROD_008,EMP244,2019,4,19
367,ESP_005,EMP290,2019,4,1
368,ESP_001,EMP256,2019,4,4
369,PROD_002,EMP244,2019,4,37
370,ESP_004,EMP256,2019,4,3
371,PROD_004,EMP290,2019,4,17
372,PROD_005,EMP267,2019,4,24
373,PROD_007,EMP256,2019,4,10
374,ESP_007,EMP290,2019,4,1
375,ESP_006,EMP256,2019,4,3
376,PROD_001,EMP290,2019,4,15
377,ESP_005,EMP267,2019,4,4
378,ESP_007,EMP256,2019,4,2
379,PROD_003,EMP256,2019,4,19
380,ESP_002,EMP234,2019,4,4
381,PROD_005,EMP244,2019,4,39
382,PROD_001,EMP234,2019,4,50
383,ESP_004,EMP244,2019,4,10
384,PROD_002,EMP290,2019,4,11
385,PROD_004,EMP267,2019,4,37
386,PROD_001,EMP244,2019,4,45
387,PROD_006,EMP267,2019,4,37
388,PROD_003,EMP290,2019,4,16
389,PROD_006,EMP290,2019,4,14
390,ESP_008,EMP234,2019,4,2
391,PROD_007,EMP290,2019,4,7
392,PROD_007,EMP267,2019,4,31
393,ESP_002,EMP267,2019,4,7
394,PROD_008,EMP290,2019,4,10
395,ESP_008,EMP267,2019,4,9
396,PROD_006,EMP256,2019,4,10
397,PROD_006,EMP244,2019,4,34
398,PROD_002,EMP267,2019,4,53
399,ESP_002,EMP290,2019,4,0
400,ESP_001,EMP234,2019,4,10
401,ESP_006,EMP234,2019,5,5
402,PROD_006,EMP256,2019,5,14
403,PROD_008,EMP290,2019,5,12
404,ESP_004,EMP234,2019,5,5
405,ESP_008,EMP290,2019,5,0
406,PROD_007,EMP290,2019,5,10
407,ESP_002,EMP244,2019,5,7
408,PROD_001,EMP256,2019,5,39
409,PROD_008,EMP244,2019,5,19
410,PROD_003,EMP267,2019,5,33
411,ESP_001,EMP234,2019,5,5
412,ESP_006,EMP290,2019,5,2
413,PROD_006,EMP267,2019,5,36
414,ESP_002,EMP234,2019,5,3
415,ESP_004,EMP244,2019,5,7
416,PROD_007,EMP267,2019,5,28
417,ESP_005,EMP290,2019,5,1
418,ESP_005,EMP267,2019,5,5
419,PROD_002,EMP267,2019,5,39
420,PROD_003,EMP256,2019,5,30
421,PROD_006,EMP290,2019,5,12
422,ESP_008,EMP267,2019,5,10
423,ESP_008,EMP244,2019,5,4
424,PROD_006,EMP244,2019,5,34
425,ESP_007,EMP267,2019,5,4
426,PROD_004,EMP234,2019,5,42
427,PROD_007,EMP234,2019,5,20
428,ESP_005,EMP256,2019,5,1
429,ESP_006,EMP244,2019,5,13
430,PROD_001,EMP267,2019,5,40
431,PROD_003,EMP234,2019,5,36
432,PROD_004,EMP256,2019,5,19
433,PROD_002,EMP290,2019,5,11
434,ESP_007,EMP256,2019,5,3
435,ESP_002,EMP267,2019,5,5
436,PROD_002,EMP234,2019,5,35
437,PROD_005,EMP290,2019,5,14
438,PROD_004,EMP244,2019,5,35
439,ESP_002,EMP290,2019,5,0
440,PROD_006,EMP234,2019,5,19
441,ESP_007,EMP290,2019,5,1
442,ESP_005,EMP244,2019,5,8
443,PROD_003,EMP244,2019,5,40
444,ESP_001,EMP256,2019,5,3
445,PROD_005,EMP244,2019,5,33
446,PROD_005,EMP267,2019,5,29
447,PROD_003,EMP290,2019,5,19
448,ESP_006,EMP267,2019,5,12
449,PROD_008,EMP267,2019,5,50
450,PROD_008,EMP256,2019,5,15
451,ESP_007,EMP244,2019,5,6
452,ESP_005,EMP234,2019,5,3
453,PROD_002,EMP256,2019,5,18
454,ESP_003,EMP244,2019,5,7
455,ESP_008,EMP256,2019,5,2
456,ESP_001,EMP290,2019,5,0
457,ESP_003,EMP234,2019,5,5
458,PROD_007,EMP244,2019,5,30
459,PROD_001,EMP290,2019,5,20
460,PROD_007,EMP256,2019,5,18
461,PROD_001,EMP234,2019,5,28
462,ESP_003,EMP256,2019,5,4
463,PROD_005,EMP234,2019,5,21
464,ESP_004,EMP256,2019,5,2
465,PROD_004,EMP267,2019,5,35
466,ESP_008,EMP234,2019,5,2
467,ESP_002,EMP256,2019,5,1
468,ESP_001,EMP244,2019,5,9
469,ESP_004,EMP290,2019,5,1
470,PROD_004,EMP290,2019,5,7
471,ESP_003,EMP290,2019,5,1
472,ESP_007,EMP234,2019,5,3
473,ESP_001,EMP267,2019,5,8
474,ESP_004,EMP267,2019,5,6
475,PROD_002,EMP244,2019,5,38
476,PROD_008,EMP234,2019,5,11
477,PROD_001,EMP244,2019,5,37
478,ESP_003,EMP267,2019,5,7
479,ESP_006,EMP256,2019,5,3
480,PROD_005,EMP256,2019,5,9
481,PROD_005,EMP234,2019,6,16
482,PROD_001,EMP234,2019,6,31
483,ESP_005,EMP290,2019,6,1
484,ESP_001,EMP234,2019,6,4
485,PROD_008,EMP256,2019,6,13
486,PROD_006,EMP234,2019,6,27
487,ESP_007,EMP244,2019,6,7
488,ESP_006,EMP234,2019,6,7
489,PROD_004,EMP290,2019,6,10
490,PROD_002,EMP267,2019,6,25
491,PROD_002,EMP290,2019,6,13
492,PROD_004,EMP256,2019,6,25
493,ESP_008,EMP256,2019,6,1
494,PROD_004,EMP244,2019,6,43
495,PROD_005,EMP256,2019,6,15
496,PROD_006,EMP290,2019,6,6
497,PROD_002,EMP256,2019,6,17
498,PROD_007,EMP290,2019,6,12
499,PROD_008,EMP290,2019,6,7
500,ESP_008,EMP244,2019,6,5
501,ESP_004,EMP244,2019,6,8
502,ESP_007,EMP256,2019,6,1
503,PROD_002,EMP234,2019,6,37
504,PROD_001,EMP244,2019,6,43
505,ESP_006,EMP244,2019,6,14
506,ESP_003,EMP267,2019,6,6
507,ESP_004,EMP267,2019,6,7
508,PROD_006,EMP244,2019,6,38
509,ESP_005,EMP234,2019,6,2
510,ESP_004,EMP290,2019,6,1
511,ESP_007,EMP290,2019,6,1
512,PROD_002,EMP244,2019,6,48
513,PROD_005,EMP290,2019,6,16
514,PROD_005,EMP267,2019,6,34
515,ESP_005,EMP244,2019,6,7
516,ESP_004,EMP234,2019,6,4
517,PROD_005,EMP244,2019,6,28
518,PROD_008,EMP267,2019,6,40
519,ESP_003,EMP290,2019,6,0
520,PROD_001,EMP290,2019,6,15
521,ESP_003,EMP234,2019,6,5
522,ESP_003,EMP244,2019,6,9
523,ESP_001,EMP290,2019,6,0
524,PROD_004,EMP267,2019,6,42
525,ESP_002,EMP290,2019,6,0
526,ESP_003,EMP256,2019,6,2
527,ESP_006,EMP290,2019,6,1
528,PROD_007,EMP244,2019,6,36
529,PROD_003,EMP234,2019,6,36
530,PROD_001,EMP256,2019,6,28
531,ESP_002,EMP234,2019,6,3
532,ESP_007,EMP234,2019,6,2
533,PROD_007,EMP267,2019,6,28
534,PROD_008,EMP244,2019,6,29
535,ESP_005,EMP267,2019,6,7
536,ESP_006,EMP267,2019,6,10
537,ESP_001,EMP267,2019,6,6
538,ESP_001,EMP244,2019,6,11
539,ESP_001,EMP256,2019,6,2
540,PROD_003,EMP267,2019,6,30
541,PROD_007,EMP256,2019,6,11
542,PROD_003,EMP244,2019,6,53
543,ESP_007,EMP267,2019,6,4
544,PROD_007,EMP234,2019,6,18
545,PROD_003,EMP290,2019,6,23
546,ESP_008,EMP290,2019,6,0
547,PROD_008,EMP234,2019,6,15
548,PROD_003,EMP256,2019,6,23
549,PROD_006,EMP267,2019,6,30
550,ESP_006,EMP256,2019,6,2
551,ESP_002,EMP244,2019,6,8
552,PROD_004,EMP234,2019,6,38
553,ESP_008,EMP234,2019,6,2
554,ESP_002,EMP256,2019,6,1
555,ESP_002,EMP267,2019,6,3
556,PROD_001,EMP267,2019,6,30
557,PROD_006,EMP256,2019,6,10
558,ESP_005,EMP256,2019,6,2
559,ESP_008,EMP267,2019,6,8
560,ESP_004,EMP256,2019,6,3
561,ESP_005,EMP244,2019,7,11
562,ESP_003,EMP256,2019,7,2
563,ESP_003,EMP244,2019,7,7
564,PROD_003,EMP234,2019,7,43
565,ESP_006,EMP290,2019,7,1
566,ESP_005,EMP256,2019,7,2
567,ESP_002,EMP290,2019,7,0
568,ESP_007,EMP234,2019,7,1
569,PROD_003,EMP267,2019,7,27
570,ESP_008,EMP290,2019,7,0
571,ESP_002,EMP244,2019,7,6
572,ESP_006,EMP244,2019,7,12
573,PROD_005,EMP256,2019,7,13
574,PROD_002,EMP244,2019,7,40
575,PROD_007,EMP267,2019,7,34
576,PROD_001,EMP290,2019,7,17
577,ESP_003,EMP267,2019,7,5
578,PROD_004,EMP234,2019,7,34
579,ESP_002,EMP256,2019,7,0
580,ESP_008,EMP234,2019,7,2
581,ESP_007,EMP267,2019,7,5
582,ESP_001,EMP267,2019,7,8
583,PROD_002,EMP234,2019,7,40
584,PROD_008,EMP244,2019,7,35
585,PROD_006,EMP256,2019,7,9
586,ESP_002,EMP234,2019,7,3
587,ESP_007,EMP256,2019,7,2
588,ESP_004,EMP234,2019,7,3
589,ESP_006,EMP267,2019,7,14
590,ESP_001,EMP256,2019,7,1
591,PROD_002,EMP290,2019,7,17
592,PROD_007,EMP234,2019,7,12
593,PROD_007,EMP244,2019,7,42
594,ESP_008,EMP256,2019,7,0
595,ESP_003,EMP234,2019,7,6
596,ESP_005,EMP234,2019,7,2
597,ESP_001,EMP290,2019,7,0
598,PROD_006,EMP267,2019,7,42
599,PROD_004,EMP267,2019,7,36
600,PROD_001,EMP256,2019,7,28
601,ESP_003,EMP290,2019,7,0
602,PROD_007,EMP256,2019,7,16
603,ESP_004,EMP244,2019,7,7
604,PROD_004,EMP290,2019,7,16
605,PROD_003,EMP244,2019,7,43
606,ESP_006,EMP256,2019,7,2
607,PROD_008,EMP290,2019,7,10
608,ESP_006,EMP234,2019,7,4
609,PROD_001,EMP244,2019,7,47
610,PROD_008,EMP256,2019,7,6
611,ESP_007,EMP290,2019,7,1
612,PROD_003,EMP256,2019,7,23
613,PROD_006,EMP290,2019,7,6
614,ESP_005,EMP267,2019,7,9
615,PROD_005,EMP244,2019,7,44
616,ESP_004,EMP267,2019,7,5
617,ESP_008,EMP244,2019,7,6
618,ESP_001,EMP244,2019,7,11
619,PROD_006,EMP234,2019,7,15
620,ESP_004,EMP256,2019,7,2
621,PROD_007,EMP290,2019,7,11
622,PROD_006,EMP244,2019,7,34
623,PROD_001,EMP267,2019,7,45
624,ESP_005,EMP290,2019,7,0
625,PROD_004,EMP244,2019,7,44
626,ESP_008,EMP267,2019,7,7
627,ESP_002,EMP267,2019,7,4
628,ESP_004,EMP290,2019,7,1
629,PROD_004,EMP256,2019,7,19
630,PROD_008,EMP234,2019,7,14
631,ESP_001,EMP234,2019,7,4
632,PROD_005,EMP234,2019,7,14
633,PROD_003,EMP290,2019,7,16
634,ESP_007,EMP244,2019,7,8
635,PROD_001,EMP234,2019,7,33
636,PROD_005,EMP267,2019,7,47
637,PROD_002,EMP267,2019,7,31
638,PROD_005,EMP290,2019,7,12
639,PROD_008,EMP267,2019,7,35
640,PROD_002,EMP256,2019,7,11
641,PROD_002,EMP244,2019,8,39
642,PROD_006,EMP290,2019,8,7
643,ESP_005,EMP244,2019,8,9
644,PROD_008,EMP290,2019,8,11
645,ESP_005,EMP290,2019,8,0
646,PROD_007,EMP290,2019,8,11
647,ESP_007,EMP234,2019,8,1
648,ESP_006,EMP267,2019,8,16
649,ESP_003,EMP256,2019,8,1
650,PROD_005,EMP244,2019,8,36
651,ESP_003,EMP244,2019,8,7
652,PROD_005,EMP267,2019,8,41
653,ESP_006,EMP234,2019,8,7
654,ESP_003,EMP267,2019,8,6
655,PROD_005,EMP290,2019,8,9
656,PROD_004,EMP290,2019,8,11
657,ESP_008,EMP244,2019,8,3
658,PROD_002,EMP267,2019,8,43
659,ESP_003,EMP290,2019,8,0
660,PROD_008,EMP256,2019,8,7
661,PROD_001,EMP256,2019,8,30
662,PROD_001,EMP234,2019,8,34
663,PROD_005,EMP234,2019,8,29
664,PROD_008,EMP267,2019,8,33
665,PROD_008,EMP244,2019,8,15
666,PROD_003,EMP234,2019,8,29
667,PROD_007,EMP244,2019,8,40
668,PROD_006,EMP244,2019,8,26
669,ESP_006,EMP290,2019,8,1
670,PROD_006,EMP234,2019,8,30
671,PROD_002,EMP234,2019,8,40
672,PROD_004,EMP256,2019,8,8
673,PROD_004,EMP234,2019,8,33
674,PROD_007,EMP234,2019,8,18
675,PROD_007,EMP267,2019,8,42
676,ESP_008,EMP267,2019,8,7
677,ESP_006,EMP256,2019,8,2
678,PROD_002,EMP256,2019,8,28
679,PROD_003,EMP256,2019,8,13
680,PROD_004,EMP244,2019,8,36
681,ESP_001,EMP234,2019,8,3
682,ESP_008,EMP256,2019,8,0
683,ESP_004,EMP290,2019,8,0
684,ESP_004,EMP267,2019,8,4
685,ESP_008,EMP290,2019,8,0
686,PROD_008,EMP234,2019,8,20
687,PROD_001,EMP244,2019,8,34
688,ESP_004,EMP256,2019,8,1
689,PROD_006,EMP256,2019,8,12
690,ESP_007,EMP267,2019,8,6
691,ESP_005,EMP234,2019,8,3
692,PROD_002,EMP290,2019,8,15
693,ESP_004,EMP244,2019,8,5
694,PROD_003,EMP290,2019,8,16
695,ESP_007,EMP256,2019,8,1
696,PROD_003,EMP244,2019,8,45
697,ESP_007,EMP290,2019,8,0
