Index,ITEM_CODE,EMP_ID,Year,Week,Amount
350,PROD_005,EMP267,2019,4,24
351,PROD_003,EMP267,2019,4,26
352,PROD_004,EMP256,2019,4,19
353,PROD_006,EMP256,2019,4,10
354,ESP_005,EMP256,2019,4,3
355,ESP_001,EMP256,2019,4,4
356,PROD_001,EMP256,2019,4,34
357,ESP_006,EMP256,2019,4,3
358,PROD_007,EMP256,2019,4,10
359,ESP_003,EMP256,2019,4,3
360,ESP_002,EMP256,2019,4,1
361,PROD_005,EMP256,2019,4,18
362,ESP_004,EMP256,2019,4,3
363,ESP_007,EMP256,2019,4,2
364,ESP_008,EMP256,2019,4,1
365,PROD_003,EMP256,2019,4,19
366,PROD_008,EMP256,2019,4,9
367,PROD_002,EMP256,2019,4,18
368,ESP_004,EMP244,2019,4,10
369,PROD_008,EMP244,2019,4,19
370,PROD_003,EMP244,2019,4,40
371,ESP_001,EMP244,2019,4,11
372,PROD_004,EMP244,2019,4,45
373,PROD_001,EMP244,2019,4,45
374,ESP_008,EMP244,2019,4,4
375,ESP_005,EMP244,2019,4,10
376,PROD_007,EMP244,2019,4,33
377,PROD_006,EMP244,2019,4,34
378,ESP_006,EMP244,2019,4,13
379,ESP_002,EMP244,2019,4,7
380,PROD_005,EMP244,2019,4,39
381,PROD_002,EMP244,2019,4,37
382,ESP_007,EMP244,2019,4,7
383,ESP_003,EMP244,2019,4,8
384,ESP_002,EMP234,2019,4,4
385,PROD_003,EMP234,2019,4,31
386,ESP_006,EMP234,2019,4,7
387,ESP_005,EMP234,2019,4,5
388,ESP_004,EMP234,2019,4,5
389,PROD_005,EMP234,2019,4,29
390,PROD_004,EMP234,2019,4,37
391,ESP_007,EMP234,2019,4,1
392,ESP_003,EMP234,2019,4,5
393,PROD_007,EMP234,2019,4,10
394,PROD_008,EMP234,2019,4,11
395,PROD_002,EMP234,2019,4,31
396,ESP_008,EMP234,2019,4,2
397,PROD_001,EMP234,2019,4,50
398,PROD_006,EMP234,2019,4,23
399,ESP_001,EMP234,2019,4,10
400,PROD_008,EMP290,2019,5,12
401,PROD_005,EMP290,2019,5,14
402,ESP_004,EMP290,2019,5,1
403,ESP_002,EMP290,2019,5,0
404,PROD_003,EMP290,2019,5,19
405,PROD_007,EMP290,2019,5,10
406,ESP_006,EMP290,2019,5,2
407,ESP_003,EMP290,2019,5,1
408,ESP_008,EMP290,2019,5,0
409,ESP_007,EMP290,2019,5,1
410,PROD_002,EMP290,2019,5,11
411,PROD_004,EMP290,2019,5,7
412,PROD_001,EMP290,2019,5,20
413,PROD_006,EMP290,2019,5,12
414,ESP_001,EMP290,2019,5,0
415,ESP_005,EMP290,2019,5,1
416,ESP_008,EMP267,2019,5,10
417,PROD_001,EMP267,2019,5,40
418,ESP_006,EMP267,2019,5,12
419,PROD_004,EMP267,2019,5,35
420,ESP_002,EMP267,2019,5,5
421,PROD_003,EMP267,2019,5,33
422,ESP_004,EMP267,2019,5,6
423,ESP_001,EMP267,2019,5,8
424,PROD_002,EMP267,2019,5,39
425,PROD_005,EMP267,2019,5,29
426,ESP_005,EMP267,2019,5,5
427,ESP_003,EMP267,2019,5,7
428,PROD_006,EMP267,2019,5,36
429,PROD_008,EMP267,2019,5,50
430,PROD_007,EMP267,2019,5,28
431,ESP_007,EMP267,2019,5,4
432,PROD_005,EMP256,2019,5,9
433,ESP_004,EMP256,2019,5,2
434,ESP_008,EMP256,2019,5,2
435,PROD_003,EMP256,2019,5,30
436,PROD_002,EMP256,2019,5,18
437,ESP_005,EMP256,2019,5,1
438,PROD_007,EMP256,2019,5,18
439,PROD_006,EMP256,2019,5,14
440,ESP_003,EMP256,2019,5,4
441,ESP_007,EMP256,2019,5,3
442,PROD_001,EMP256,2019,5,39
443,ESP_001,EMP256,2019,5,3
444,ESP_002,EMP256,2019,5,1
445,PROD_008,EMP256,2019,5,15
446,PROD_004,EMP256,2019,5,19
447,ESP_006,EMP256,2019,5,3
448,PROD_005,EMP244,2019,5,33
449,ESP_004,EMP244,2019,5,7
450,PROD_007,EMP244,2019,5,30
451,PROD_004,EMP244,2019,5,35
452,ESP_005,EMP244,2019,5,8
453,PROD_008,EMP244,2019,5,19
454,ESP_008,EMP244,2019,5,4
455,PROD_006,EMP244,2019,5,34
456,PROD_002,EMP244,2019,5,38
457,PROD_003,EMP244,2019,5,40
458,PROD_001,EMP244,2019,5,37
459,ESP_002,EMP244,2019,5,7
460,ESP_007,EMP244,2019,5,6
461,ESP_003,EMP244,2019,5,7
462,ESP_001,EMP244,2019,5,9
463,ESP_006,EMP244,2019,5,13
464,ESP_004,EMP234,2019,5,5
465,ESP_001,EMP234,2019,5,5
466,ESP_007,EMP234,2019,5,3
467,ESP_003,EMP234,2019,5,5
468,PROD_007,EMP234,2019,5,20
469,PROD_008,EMP234,2019,5,11
470,PROD_001,EMP234,2019,5,28
471,PROD_002,EMP234,2019,5,35
472,ESP_002,EMP234,2019,5,3
473,ESP_008,EMP234,2019,5,2
474,ESP_006,EMP234,2019,5,5
475,ESP_005,EMP234,2019,5,3
476,PROD_006,EMP234,2019,5,19
477,PROD_003,EMP234,2019,5,36
478,PROD_005,EMP234,2019,5,21
479,PROD_004,EMP234,2019,5,42
480,PROD_005,EMP290,2019,6,16
481,PROD_002,EMP290,2019,6,13
482,ESP_007,EMP290,2019,6,1
483,ESP_008,EMP290,2019,6,0
484,ESP_003,EMP290,2019,6,0
485,ESP_004,EMP290,2019,6,1
486,PROD_001,EMP290,2019,6,15
487,PROD_006,EMP290,2019,6,6
488,PROD_007,EMP290,2019,6,12
489,ESP_002,EMP290,2019,6,0
490,ESP_006,EMP290,2019,6,1
491,PROD_004,EMP290,2019,6,10
492,PROD_003,EMP290,2019,6,23
493,ESP_001,EMP290,2019,6,0
494,ESP_005,EMP290,2019,6,1
495,PROD_008,EMP290,2019,6,7
496,ESP_007,EMP267,2019,6,4
497,PROD_002,EMP267,2019,6,25
498,PROD_007,EMP267,2019,6,28
499,PROD_003,EMP267,2019,6,30
500,PROD_001,EMP267,2019,6,30
501,ESP_001,EMP267,2019,6,6
502,PROD_005,EMP267,2019,6,34
503,PROD_008,EMP267,2019,6,40
504,PROD_004,EMP267,2019,6,42
505,ESP_004,EMP267,2019,6,7
506,PROD_006,EMP267,2019,6,30
507,ESP_008,EMP267,2019,6,8
508,ESP_002,EMP267,2019,6,3
509,ESP_005,EMP267,2019,6,7
510,ESP_006,EMP267,2019,6,10
511,ESP_003,EMP267,2019,6,6
512,PROD_006,EMP256,2019,6,10
513,ESP_004,EMP256,2019,6,3
514,PROD_001,EMP256,2019,6,28
515,PROD_002,EMP256,2019,6,17
516,PROD_008,EMP256,2019,6,13
517,ESP_003,EMP256,2019,6,2
518,PROD_003,EMP256,2019,6,23
519,ESP_002,EMP256,2019,6,1
520,ESP_005,EMP256,2019,6,2
521,PROD_004,EMP256,2019,6,25
522,ESP_008,EMP256,2019,6,1
523,PROD_005,EMP256,2019,6,15
524,PROD_007,EMP256,2019,6,11
525,ESP_006,EMP256,2019,6,2
526,ESP_007,EMP256,2019,6,1
527,ESP_001,EMP256,2019,6,2
528,PROD_004,EMP244,2019,6,43
529,ESP_001,EMP244,2019,6,11
530,PROD_001,EMP244,2019,6,43
531,ESP_002,EMP244,2019,6,8
532,ESP_008,EMP244,2019,6,5
533,PROD_007,EMP244,2019,6,36
534,ESP_005,EMP244,2019,6,7
535,PROD_008,EMP244,2019,6,29
536,PROD_006,EMP244,2019,6,38
537,PROD_002,EMP244,2019,6,48
538,ESP_003,EMP244,2019,6,9
539,PROD_005,EMP244,2019,6,28
540,ESP_006,EMP244,2019,6,14
541,PROD_003,EMP244,2019,6,53
542,ESP_007,EMP244,2019,6,7
543,ESP_004,EMP244,2019,6,8
544,PROD_005,EMP234,2019,6,16
545,PROD_002,EMP234,2019,6,37
546,ESP_007,EMP234,2019,6,2
547,ESP_005,EMP234,2019,6,2
548,PROD_004,EMP234,2019,6,38
549,PROD_003,EMP234,2019,6,36
550,PROD_007,EMP234,2019,6,18
551,PROD_008,EMP234,2019,6,15
552,ESP_008,EMP234,2019,6,2
553,ESP_003,EMP234,2019,6,5
554,ESP_004,EMP234,2019,6,4
555,PROD_001,EMP234,2019,6,31
556,ESP_001,EMP234,2019,6,4
557,ESP_006,EMP234,2019,6,7
558,PROD_006,EMP234,2019,6,27
559,ESP_002,EMP234,2019,6,3
560,PROD_004,EMP290,2019,7,16
561,PROD_005,EMP290,2019,7,12
562,ESP_004,EMP290,2019,7,1
563,ESP_001,EMP290,2019,7,0
564,PROD_006,EMP290,2019,7,6
565,PROD_008,EMP290,2019,7,10
566,ESP_006,EMP290,2019,7,1
567,ESP_002,EMP290,2019,7,0
568,PROD_007,EMP290,2019,7,11
569,PROD_002,EMP290,2019,7,17
570,PROD_003,EMP290,2019,7,16
571,ESP_005,EMP290,2019,7,0
572,PROD_001,EMP290,2019,7,17
573,ESP_007,EMP290,2019,7,1
574,ESP_008,EMP290,2019,7,0
575,ESP_003,EMP290,2019,7,0
576,ESP_003,EMP267,2019,7,5
577,PROD_008,EMP267,2019,7,35
578,PROD_006,EMP267,2019,7,42
579,ESP_004,EMP267,2019,7,5
580,ESP_002,EMP267,2019,7,4
581,ESP_008,EMP267,2019,7,7
582,PROD_007,EMP267,2019,7,34
583,PROD_001,EMP267,2019,7,45
584,PROD_004,EMP267,2019,7,36
585,PROD_005,EMP267,2019,7,47
586,ESP_001,EMP267,2019,7,8
587,PROD_002,EMP267,2019,7,31
588,PROD_003,EMP267,2019,7,27
589,ESP_005,EMP267,2019,7,9
590,ESP_006,EMP267,2019,7,14
591,ESP_007,EMP267,2019,7,5
592,ESP_004,EMP256,2019,7,2
593,ESP_002,EMP256,2019,7,0
594,PROD_007,EMP256,2019,7,16
595,ESP_003,EMP256,2019,7,2
596,PROD_005,EMP256,2019,7,13
597,ESP_001,EMP256,2019,7,1
598,PROD_004,EMP256,2019,7,19
599,ESP_006,EMP256,2019,7,2
600,ESP_008,EMP256,2019,7,0
601,ESP_005,EMP256,2019,7,2
602,ESP_007,EMP256,2019,7,2
603,PROD_003,EMP256,2019,7,23
604,PROD_001,EMP256,2019,7,28
605,PROD_008,EMP256,2019,7,6
606,PROD_002,EMP256,2019,7,11
607,PROD_006,EMP256,2019,7,9
608,PROD_005,EMP244,2019,7,44
609,ESP_004,EMP244,2019,7,7
610,ESP_005,EMP244,2019,7,11
611,ESP_006,EMP244,2019,7,12
612,PROD_006,EMP244,2019,7,34
613,PROD_008,EMP244,2019,7,35
614,PROD_001,EMP244,2019,7,47
615,ESP_003,EMP244,2019,7,7
616,PROD_003,EMP244,2019,7,43
617,PROD_007,EMP244,2019,7,42
618,ESP_002,EMP244,2019,7,6
619,PROD_004,EMP244,2019,7,44
620,ESP_001,EMP244,2019,7,11
621,PROD_002,EMP244,2019,7,40
622,ESP_008,EMP244,2019,7,6
623,ESP_007,EMP244,2019,7,8
624,ESP_007,EMP234,2019,7,1
625,PROD_003,EMP234,2019,7,43
626,PROD_005,EMP234,2019,7,14
627,PROD_008,EMP234,2019,7,14
628,ESP_004,EMP234,2019,7,3
629,ESP_003,EMP234,2019,7,6
630,PROD_006,EMP234,2019,7,15
631,ESP_006,EMP234,2019,7,4
632,ESP_005,EMP234,2019,7,2
633,PROD_007,EMP234,2019,7,12
634,PROD_002,EMP234,2019,7,40
635,PROD_004,EMP234,2019,7,34
636,ESP_008,EMP234,2019,7,2
637,ESP_002,EMP234,2019,7,3
638,PROD_001,EMP234,2019,7,33
639,ESP_001,EMP234,2019,7,4
640,PROD_007,EMP290,2019,8,11
641,ESP_002,EMP290,2019,8,0
642,PROD_004,EMP290,2019,8,11
643,PROD_001,EMP290,2019,8,14
644,PROD_008,EMP290,2019,8,11
645,ESP_008,EMP290,2019,8,0
646,ESP_004,EMP290,2019,8,0
647,ESP_006,EMP290,2019,8,1
648,PROD_006,EMP290,2019,8,7
649,PROD_005,EMP290,2019,8,9
650,ESP_001,EMP290,2019,8,0
651,ESP_005,EMP290,2019,8,0
652,PROD_003,EMP290,2019,8,16
653,ESP_003,EMP290,2019,8,0
654,PROD_002,EMP290,2019,8,15
655,ESP_007,EMP290,2019,8,0
656,PROD_001,EMP267,2019,8,40
657,ESP_008,EMP267,2019,8,7
658,ESP_001,EMP267,2019,8,7
659,ESP_007,EMP267,2019,8,6
660,PROD_007,EMP267,2019,8,42
661,PROD_002,EMP267,2019,8,43
662,ESP_004,EMP267,2019,8,4
663,ESP_002,EMP267,2019,8,5
664,PROD_004,EMP267,2019,8,30
665,PROD_006,EMP267,2019,8,49
666,PROD_008,EMP267,2019,8,33
667,PROD_005,EMP267,2019,8,41
668,PROD_003,EMP267,2019,8,37
669,ESP_006,EMP267,2019,8,16
670,ESP_003,EMP267,2019,8,6
671,ESP_005,EMP267,2019,8,8
672,ESP_006,EMP256,2019,8,2
673,ESP_007,EMP256,2019,8,1
674,ESP_005,EMP256,2019,8,2
675,ESP_002,EMP256,2019,8,0
676,PROD_003,EMP256,2019,8,13
677,ESP_003,EMP256,2019,8,1
678,PROD_002,EMP256,2019,8,28
679,PROD_004,EMP256,2019,8,8
680,PROD_007,EMP256,2019,8,8
681,PROD_006,EMP256,2019,8,12
682,ESP_008,EMP256,2019,8,0
683,PROD_005,EMP256,2019,8,17
684,ESP_004,EMP256,2019,8,1
685,PROD_001,EMP256,2019,8,30
686,PROD_008,EMP256,2019,8,7
687,ESP_001,EMP256,2019,8,1
688,ESP_001,EMP244,2019,8,8
689,PROD_003,EMP244,2019,8,45
690,ESP_002,EMP244,2019,8,6
691,PROD_001,EMP244,2019,8,34
692,PROD_005,EMP244,2019,8,36
693,ESP_003,EMP244,2019,8,7
694,PROD_004,EMP244,2019,8,36
695,ESP_006,EMP244,2019,8,9
696,ESP_004,EMP244,2019,8,5
